# NIEM Type Directory — one line per type for efficient semantic matching
# Format: qname | baseType | pattern | propCount | definition | topProperties
# Total: 2802 types
#
biom:DigitalMediaContainerFormatCodeType | biom:DigitalMediaContainerFormatCodeSimpleType | complex_value | 0 | A data type for a description of the digital container format which encapsulates audio data in an electronic digital rec | -
biom:DigitalMediaContainerType | - | object | 4 | A data type for container which contains information about the container format that encapsulates the audio data of the  | AudioCommentText, DigitalMediaContainerAugmentationPoint, DigitalMediaContainerExternalReferenceCodeText, DigitalMediaContainerFormatCode
biom:DirectionMeasureSimpleType | xs:nonNegativeInteger | simple_value | 0 | A data type for a measurement of a core angle | -
biom:DirectionMeasureType | biom:DirectionMeasureSimpleType | complex_value | 0 | A data type for an angle of direction between 0 and 360 (degrees) | -
biom:EFSFeatureColorType | - | object | 5 | A data type that enables a latent print examiner to annotate individual features with color for display and / or comment | EFSFeatureColorAugmentationPoint, FeatureColorCommentText, FeatureColorFieldOccurrenceReferencedValue, FeatureColorFieldReferencedCode, FeatureColorHexadecimalValue
biom:EFSFieldNumberCodeSimpleType | xs:token | simple_value | 0 | A data type for a code list for latent field number code | -
biom:EFSFieldNumberCodeType | biom:EFSFieldNumberCodeSimpleType | complex_value | 0 | A data type for a latent field number codes | -
biom:EFSMinutiaType | - | object | 7 | A data type for a minutia in a friction ridge image | EFSMinutiaAugmentationPoint, ImageFeatureVertex, ImageLocationThetaAngleMeasure, ImageLocationUncertaintyRadiusMeasure, MinutiaCategoryCode, MinutiaDirectionUncertaintyValue, MinutiaeQuality
biom:EFSRidgeCountAlgorithmCodeSimpleType | xs:token | simple_value | 0 | A data type for a quadrant matrix for associating minutiae | -
biom:EFSRidgeCountAlgorithmCodeType | biom:EFSRidgeCountAlgorithmCodeSimpleType | complex_value | 0 | A data type for a quadrant matrix for associating minutiae | -
biom:EFSRidgeCountItemType | biom:MinutiaeRidgeCountItemType | object | 3 | A data type for a ridge count between two minutiae | EFSRidgeCountItemAugmentationPoint, MinutiaeRidgeCountOctantNumeric, MinutiaeRidgeCountResidualCode
biom:EFSTemporaryLineType | - | object | 4 | A data type that is used by a latent examiner to annotate a friction ridge image with temporary lines, generally for use | EFSTemporaryLineAugmentationPoint, FeatureLineColorValue, FeatureLineThicknessValue, ImageFeatureVertex
biom:EmotionalStateCodeSimpleType | xs:token | simple_value | 0 | A data type for an emotional state. | -
biom:EmotionalStateCodeType | biom:EmotionalStateCodeSimpleType | complex_value | 0 | A data type for describing an emotional state. | -
biom:EndianCodeSimpleType | xs:token | simple_value | 0 | A data type that enumerates the ordering possibilities of individually addressable sub-components (bytes) within the rep | -
biom:EndianCodeType | biom:EndianCodeSimpleType | complex_value | 0 | A data type that enumerates the ordering possibilities of individually addressable sub-components (bytes) within the rep | -
biom:ExemplarFingerPositionCodeSimpleType | - | simple_union | 0 | A data type union of basic finger positions and slap captures, standardly used for tenprint exemplar capture | -
biom:ExemplarFingerPositionCodeType | biom:ExemplarFingerPositionCodeSimpleType | complex_value | 0 | A data type for basic finger positions and slap captures, standardly used for tenprint exemplar capture | -
biom:ExistentialStatusCodeSimpleType | xs:token | simple_value | 0 | A data type for mortal status of a person | -
biom:ExistentialStatusCodeType | biom:ExistentialStatusCodeSimpleType | complex_value | 0 | A data type for mortal status of a person | -
biom:ExtendedFeatureSetMinutiaeType | - | object | 52 | A data type for a set of elements for the measure and definition of friction ridge detail within a particular region of  | EFSFeatureColor, EFSMinutia, EFSRidgeCountAlgorithmCode, EFSRidgeCountItem, EFSTemporaryLine, ExtendedFeatureSetMinutiaeAugmentationPoint, ExtendedFeatureSetProfileCode, FingerprintImageFingerprintOrientation
biom:ExtendedFeatureSetProfileCodeSimpleType | xs:token | simple_value | 0 | A data type to describe the level of minutiae mark-up | -
biom:ExtendedFeatureSetProfileCodeType | biom:ExtendedFeatureSetProfileCodeSimpleType | complex_value | 0 | A data type of code to describe the level (or profile) of minutiae mark-up performed on the EFS record | -
biom:EyePositionCodeSimpleType | xs:integer | simple_value | 0 | A data type for an eye position (e.g. left, right) | -
biom:EyePositionCodeType | biom:EyePositionCodeSimpleType | complex_value | 0 | A data type for an eye position (e.g. left, right) | -
biom:FaceImage3DFeaturePointType | biom:FaceImageFeaturePointType | object | 2 | A data type for an anthropometric landmark feature point | FaceImage3DFeaturePointAugmentationPoint, FeaturePointZCoordinateValue
biom:FaceImageAcquisitionCodeSimpleType | xs:token | simple_value | 0 | A data type code for the source of a facial photo | -
biom:FaceImageAcquisitionCodeType | biom:FaceImageAcquisitionCodeSimpleType | complex_value | 0 | A data type code for the source of a facial photo | -
biom:FaceImageAcquisitionProfileCodeSimpleType | xs:integer | simple_value | 0 | A data type for a set of criteria under which the facial image was captured | -
biom:FaceImageAcquisitionProfileCodeType | biom:FaceImageAcquisitionProfileCodeSimpleType | complex_value | 0 | A data type for a set of criteria under which the facial image was captured | -
biom:FaceImageAcquisitionType | - | object | 3 | A data type for a description of a face image source | AcquisitionSourceDescriptionText, FaceImageAcquisitionAugmentationPoint, FaceImageAcquisitionCode
biom:FaceImageAttributeType | - | object | 3 | A data type for an attribute of a face image | FaceImageAttributeAugmentationPoint, FaceImageAttributeCode, FaceImageAttributeText
biom:FaceImageBoundaryType | - | object | 4 | A data type for a polygon containing a face image in a larger picture | FaceImageBoundaryAugmentationPoint, FaceImageBoundaryShapeCode, PositionPolygonVertex, PositionPolygonVertexQuantity
biom:FaceImageBoundingCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type for a kind of face image in a bounding box | -
biom:FaceImageBoundingCategoryCodeType | biom:FaceImageBoundingCategoryCodeSimpleType | complex_value | 0 | A data type for a kind of face image in a bounding box | -
biom:FaceImageBoundingSquareType | - | object | 6 | A data type for a square bounding box containing a face image in a larger picture | FaceImageBoundingCategoryCode, FaceImageBoundingSquareAugmentationPoint, SegmentBottomVerticalCoordinateValue, SegmentLeftHorizontalCoordinateValue, SegmentRightHorizontalCoordinateValue, SegmentTopVerticalCoordinateValue
biom:FaceImageContourCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type for a kind of contour feature in a face image | -
biom:FaceImageContourCategoryCodeType | biom:FaceImageContourCategoryCodeSimpleType | complex_value | 0 | A data type for a kind of contour feature in a face image | -
biom:FaceImageContourType | - | object | 4 | A data type for a contour feature in a face image | FaceImageContourAugmentationPoint, FaceImageContourCategoryCode, PositionPolygonVertex, PositionPolygonVertexQuantity
biom:FaceImageDescriptionCodeSimpleType | xs:token | simple_value | 0 | A data type for a facial expression of the subject and other attributes associated with the subject's captured facial im | -
biom:FaceImageDescriptionCodeType | biom:FaceImageDescriptionCodeSimpleType | complex_value | 0 | A data type for a facial expression of the subject and other attributes associated with the subject's captured facial im | -
biom:FaceImageFeaturePointTierCodeSimpleType | xs:integer | simple_value | 0 | A data type for a number assigned to the tier level of a particular face image feature point | -
biom:FaceImageFeaturePointTierCodeType | biom:FaceImageFeaturePointTierCodeSimpleType | complex_value | 0 | A data type for a number assigned to the tier level of a particular face image feature point | -
biom:FaceImageFeaturePointTierNumericSimpleType | xs:nonNegativeInteger | simple_value | 0 | A data type for a user-defined number assigned to the tier level of a particular face image feature point | -
biom:FaceImageFeaturePointTierNumericType | biom:FaceImageFeaturePointTierNumericSimpleType | complex_value | 0 | A data type for a user-defined number assigned to the tier level of a particular face image feature point | -
biom:FaceImageFeaturePointType | - | object | 5 | A data type for a set of attributes describing 2D, MPEG4 facial feature points and their locations | FaceImageFeaturePointAugmentationPoint, FeaturePointCategoryAbstract, FeaturePointHorizontalCoordinateValue, FeaturePointID, FeaturePointVerticalCoordinateValue
biom:FaceImageLightingArtifactsCodeSimpleType | xs:token | simple_value | 0 | A data type for a lighting artifact in a face image | -
biom:FaceImageLightingArtifactsCodeType | biom:FaceImageLightingArtifactsCodeSimpleType | complex_value | 0 | A data type for a lighting artifact in a face image | -
biom:FaceImageOcclusionType | - | object | 5 | A data type for a blockage in a face image | FaceImageOcclusionAugmentationPoint, FaceImageOcclusionCategoryCode, FaceImageOcclusionOpacityCode, PositionPolygonVertex, PositionPolygonVertexQuantity
biom:FaceImageType | nc:ImageType | object | 26 | A data type for an image of a human face | FaceImage2DFeaturePoint, FaceImage3DFeaturePoint, FaceImage3DPoseAngle, FaceImageAcquisitionProfileAbstract, FaceImageAcquisitionSource, FaceImageAttribute, FaceImageAugmentationPoint, FaceImageBoundary
biom:FacialImageMissingReasonCodeType | biom:FingerprintImageMissingAreaReasonCodeSimpleType | complex_value | 0 | A data type for a representation of the iris image missing reason codes. | -
biom:FeaturePointCategoryCodeSimpleType | xs:integer | simple_value | 0 | A data type for a kind of feature point of a captured facial image | -
biom:FeaturePointCategoryCodeType | biom:FeaturePointCategoryCodeSimpleType | complex_value | 0 | A data type for a kind of feature point of a captured facial image | -
biom:FingerImpressionImageDetailType | nc:ImageType | object | 17 | A data type for the details about a fingerprint image | ExemplarFingerPositionCode, FingerImpressionImageDetailAugmentationPoint, FingerprintImageAcquisitionProfileAbstract, FingerprintImageFingerMissing, FingerprintImageMajorCasePrint, FingerprintImageNISTQuality, FingerprintImageQuality, FingerprintImageSegmentPositionPolygon
biom:FingerPatternCodeSimpleType | xs:token | simple_value | 0 | A data type for a fingerprint pattern classification. | -
biom:FingerPatternCodeType | biom:FingerPatternCodeSimpleType | complex_value | 0 | A data type for a fingerprint pattern classification. | -
biom:FingerPositionCodeSimpleType | xs:integer | simple_value | 0 | A data type for a finger position | -
biom:FingerPositionCodeType | biom:FingerPositionCodeSimpleType | complex_value | 0 | A data type for a finger position | -
biom:FingerViewCodeSimpleType | xs:token | simple_value | 0 | A data type for a kind of finger view | -
biom:FingerViewCodeType | biom:FingerViewCodeSimpleType | complex_value | 0 | A data type for a kind of finger view | -
biom:FingerViewNumericSimpleType | xs:nonNegativeInteger | simple_value | 0 | A data type for a view number of a finger associated with minutiae data | -
biom:FingerViewNumericType | biom:FingerViewNumericSimpleType | complex_value | 0 | A data type for a view number of a finger associated with minutiae data | -
biom:FingerprintCaptureTechniqueCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type for a kind of fingerprint capture technique type. | -
biom:FingerprintCaptureTechniqueCategoryCodeType | biom:FingerprintCaptureTechniqueCategoryCodeSimpleType | complex_value | 0 | A data type for a kind of fingerprint capture technique type. | -
biom:FingerprintCaptureTechniqueType | - | object | 3 | A data type for kind of fingerprint capture technique type. | FingerprintCaptureTechniqueAugmentationPoint, FingerprintCaptureTechniqueCategoryCode, FingerprintCaptureTechniqueDescriptionText
biom:FingerprintCoordinateType | - | object | 5 | A data type for coordinates of the bounding box for an individual finger. | FingerprintCoordinateAugmentationPoint, SegmentBottomVerticalCoordinateValue, SegmentLeftHorizontalCoordinateValue, SegmentRightHorizontalCoordinateValue, SegmentTopVerticalCoordinateValue
biom:FingerprintDeltaLocationType | - | object | 3 | A data type for a location of a delta in a fingerprint image | FingerprintDeltaLocationAugmentationPoint, ImageFeatureVertex, SmallThetaAngleMeasure
biom:FingerprintFeatureLocationType | - | object | 3 | A data type for a location of a minutia or finger pattern characteristic in a fingerprint image | FingerprintFeatureLocationAugmentationPoint, PositionPolygonVertex, SmallThetaAngleMeasure
biom:FingerprintFeaturesFeedbackType | - | object | 1 | A data type for supplemental proprietary values describing minutiae and related information encoded from a fingerprint i | FingerprintFeaturesFeedbackAugmentationPoint
biom:FingerprintImageAcquisitionProfileCodeSimpleType | xs:integer | simple_value | 0 | A data type for a set of criteria under which the fingerprint image was captured or Subject acquisition profile(SAP) | -
